WKT_PCS
COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,FALSE_EASTING,FALSE_NORTHING,PARAMETER_VALUE_1,PARAMETER_VALUE_2,PARAMETER_VALUE_3,PARAMETER_VALUE_4,UNIT
2312,Garoua_UTM_Zone_33N,500000,0,15,0.9996, ,0,Meter
2313,Kousseri_UTM_Zone_33N,500000,0,15,0.9996, ,0,Meter
2314,Trinidad_1903_Trinidad_Grid_Feet_Clarke,283800,214500,-61.33333333,1, ,10.44166667,Foot_Clarke
2315,Campo_Inchauspe_UTM_19S,500000,10000000,-69,0.9996, ,0,Meter
2316,Campo_Inchauspe_UTM_20S,500000,10000000,-63,0.9996, ,0,Meter
2317,PSAD_1956_ICN_Regional,1000000,1000000,-66,3,9,6,Meter
2318,Ain_el_Abd_Aramco_Lambert,0,0,48,17,33,25.08951,Meter
2319,ED_1950_TM27,500000,0,27,1, ,0,Meter
2320,ED_1950_TM30,500000,0,30,1, ,0,Meter
2321,ED_1950_TM33,500000,0,33,1, ,0,Meter
2322,ED_1950_TM36,500000,0,36,1, ,0,Meter
2323,ED_1950_TM39,500000,0,39,1, ,0,Meter
2324,ED_1950_TM42,500000,0,42,1, ,0,Meter
2325,ED_1950_TM45,500000,0,45,1, ,0,Meter
2326,Hong_Kong_1980_Grid,836694.05,819069.8,114.1785556,1, ,22.31213333,Meter
2327,Xian_1980_GK_Zone_13,13500000,0,75,1, ,0,Meter
2328,Xian_1980_GK_Zone_14,14500000,0,81,1, ,0,Meter
2329,Xian_1980_GK_Zone_15,15500000,0,87,1, ,0,Meter
2330,Xian_1980_GK_Zone_16,16500000,0,93,1, ,0,Meter
2331,Xian_1980_GK_Zone_17,17500000,0,99,1, ,0,Meter
2332,Xian_1980_GK_Zone_18,18500000,0,105,1, ,0,Meter
2333,Xian_1980_GK_Zone_19,19500000,0,111,1, ,0,Meter
2334,Xian_1980_GK_Zone_20,20500000,0,117,1, ,0,Meter
2335,Xian_1980_GK_Zone_21,21500000,0,123,1, ,0,Meter
2336,Xian_1980_GK_Zone_22,22500000,0,129,1, ,0,Meter
2337,Xian_1980_GK_Zone_23,23500000,0,135,1, ,0,Meter
2338,Xian_1980_GK_CM_75E,500000,0,75,1, ,0,Meter
2339,Xian_1980_GK_CM_81E,500000,0,81,1, ,0,Meter
2340,Xian_1980_GK_CM_87E,500000,0,87,1, ,0,Meter
2341,Xian_1980_GK_CM_93E,500000,0,93,1, ,0,Meter
2342,Xian_1980_GK_CM_99E,500000,0,99,1, ,0,Meter
2343,Xian_1980_GK_CM_105E,500000,0,105,1, ,0,Meter
2344,Xian_1980_GK_CM_111E,500000,0,111,1, ,0,Meter
2345,Xian_1980_GK_CM_117E,500000,0,117,1, ,0,Meter
2346,Xian_1980_GK_CM_123E,500000,0,123,1, ,0,Meter
2347,Xian_1980_GK_CM_129E,500000,0,129,1, ,0,Meter
2348,Xian_1980_GK_CM_135E,500000,0,135,1, ,0,Meter
2349,Xian_1980_3_Degree_GK_Zone_25,25500000,0,75,1, ,0,Meter
2350,Xian_1980_3_Degree_GK_Zone_26,26500000,0,78,1, ,0,Meter
2351,Xian_1980_3_Degree_GK_Zone_27,27500000,0,81,1, ,0,Meter
2352,Xian_1980_3_Degree_GK_Zone_28,28500000,0,84,1, ,0,Meter
2353,Xian_1980_3_Degree_GK_Zone_29,29500000,0,87,1, ,0,Meter
2354,Xian_1980_3_Degree_GK_Zone_30,30500000,0,90,1, ,0,Meter
2355,Xian_1980_3_Degree_GK_Zone_31,31500000,0,93,1, ,0,Meter
2356,Xian_1980_3_Degree_GK_Zone_32,32500000,0,96,1, ,0,Meter
2357,Xian_1980_3_Degree_GK_Zone_33,33500000,0,99,1, ,0,Meter
2358,Xian_1980_3_Degree_GK_Zone_34,34500000,0,102,1, ,0,Meter
2359,Xian_1980_3_Degree_GK_Zone_35,35500000,0,105,1, ,0,Meter
2360,Xian_1980_3_Degree_GK_Zone_36,36500000,0,108,1, ,0,Meter
2361,Xian_1980_3_Degree_GK_Zone_37,37500000,0,111,1, ,0,Meter
2362,Xian_1980_3_Degree_GK_Zone_38,38500000,0,114,1, ,0,Meter
2363,Xian_1980_3_Degree_GK_Zone_39,39500000,0,117,1, ,0,Meter
2364,Xian_1980_3_Degree_GK_Zone_40,40500000,0,120,1, ,0,Meter
2365,Xian_1980_3_Degree_GK_Zone_41,41500000,0,123,1, ,0,Meter
2366,Xian_1980_3_Degree_GK_Zone_42,42500000,0,126,1, ,0,Meter
2367,Xian_1980_3_Degree_GK_Zone_43,43500000,0,129,1, ,0,Meter
2368,Xian_1980_3_Degree_GK_Zone_44,44500000,0,132,1, ,0,Meter
2369,Xian_1980_3_Degree_GK_Zone_45,45500000,0,135,1, ,0,Meter
2370,Xian_1980_3_Degree_GK_CM_75E,500000,0,75,1, ,0,Meter
2371,Xian_1980_3_Degree_GK_CM_78E,500000,0,78,1, ,0,Meter
2372,Xian_1980_3_Degree_GK_CM_81E,500000,0,81,1, ,0,Meter
2373,Xian_1980_3_Degree_GK_CM_84E,500000,0,84,1, ,0,Meter
2374,Xian_1980_3_Degree_GK_CM_87E,500000,0,87,1, ,0,Meter
2375,Xian_1980_3_Degree_GK_CM_90E,500000,0,90,1, ,0,Meter
2376,Xian_1980_3_Degree_GK_CM_93E,500000,0,93,1, ,0,Meter
2377,Xian_1980_3_Degree_GK_CM_96E,500000,0,96,1, ,0,Meter
2378,Xian_1980_3_Degree_GK_CM_99E,500000,0,99,1, ,0,Meter
2379,Xian_1980_3_Degree_GK_CM_102E,500000,0,102,1, ,0,Meter
2380,Xian_1980_3_Degree_GK_CM_105E,500000,0,105,1, ,0,Meter
2381,Xian_1980_3_Degree_GK_CM_108E,500000,0,108,1, ,0,Meter
2382,Xian_1980_3_Degree_GK_CM_111E,500000,0,111,1, ,0,Meter
2383,Xian_1980_3_Degree_GK_CM_114E,500000,0,114,1, ,0,Meter
2384,Xian_1980_3_Degree_GK_CM_117E,500000,0,117,1, ,0,Meter
2385,Xian_1980_3_Degree_GK_CM_120E,500000,0,120,1, ,0,Meter
2386,Xian_1980_3_Degree_GK_CM_123E,500000,0,123,1, ,0,Meter
2387,Xian_1980_3_Degree_GK_CM_126E,500000,0,126,1, ,0,Meter
2388,Xian_1980_3_Degree_GK_CM_129E,500000,0,129,1, ,0,Meter
2389,Xian_1980_3_Degree_GK_CM_132E,500000,0,132,1, ,0,Meter
2390,Xian_1980_3_Degree_GK_CM_135E,500000,0,135,1, ,0,Meter
2391,Finland_Zone_1,1500000,0,21,1, ,0,Meter
2392,Finland_Zone_2,2500000,0,24,1, ,0,Meter
2393,Finland_Zone_3,3500000,0,27,1, ,0,Meter
2394,Finland_Zone_4,4500000,0,30,1, ,0,Meter
2395,South_Yemen_GK_Zone_8,8500000,0,45,1, ,0,Meter
2396,South_Yemen_GK_Zone_9,9500000,0,51,1, ,0,Meter
2397,Pulkovo_1942_Adj_1983_3_Degree_GK_Zone_3,3500000,0,9,1, ,0,Meter
2398,Pulkovo_1942_Adj_1983_3_Degree_GK_Zone_4,4500000,0,12,1, ,0,Meter
2399,Pulkovo_1942_Adj_1983_3_Degree_GK_Zone_5,5500000,0,15,1, ,0,Meter
2400,RT90_25_gon_W,1500000,0,15.80827778,1, ,0,Meter
2401,Beijing_1954_3_Degree_GK_Zone_25,25500000,0,75,1, ,0,Meter
2402,Beijing_1954_3_Degree_GK_Zone_26,26500000,0,78,1, ,0,Meter
2403,Beijing_1954_3_Degree_GK_Zone_27,27500000,0,81,1, ,0,Meter
2404,Beijing_1954_3_Degree_GK_Zone_28,28500000,0,84,1, ,0,Meter
2405,Beijing_1954_3_Degree_GK_Zone_29,29500000,0,87,1, ,0,Meter
2406,Beijing_1954_3_Degree_GK_Zone_30,30500000,0,90,1, ,0,Meter
2407,Beijing_1954_3_Degree_GK_Zone_31,31500000,0,93,1, ,0,Meter
2408,Beijing_1954_3_Degree_GK_Zone_32,32500000,0,96,1, ,0,Meter
2409,Beijing_1954_3_Degree_GK_Zone_33,33500000,0,99,1, ,0,Meter
2410,Beijing_1954_3_Degree_GK_Zone_34,34500000,0,102,1, ,0,Meter
2411,Beijing_1954_3_Degree_GK_Zone_35,35500000,0,105,1, ,0,Meter
2412,Beijing_1954_3_Degree_GK_Zone_36,36500000,0,108,1, ,0,Meter
2413,Beijing_1954_3_Degree_GK_Zone_37,37500000,0,111,1, ,0,Meter
2414,Beijing_1954_3_Degree_GK_Zone_38,38500000,0,114,1, ,0,Meter
2415,Beijing_1954_3_Degree_GK_Zone_39,39500000,0,117,1, ,0,Meter
2416,Beijing_1954_3_Degree_GK_Zone_40,40500000,0,120,1, ,0,Meter
2417,Beijing_1954_3_Degree_GK_Zone_41,41500000,0,123,1, ,0,Meter
2418,Beijing_1954_3_Degree_GK_Zone_42,42500000,0,126,1, ,0,Meter
2419,Beijing_1954_3_Degree_GK_Zone_43,43500000,0,129,1, ,0,Meter
2420,Beijing_1954_3_Degree_GK_Zone_44,44500000,0,132,1, ,0,Meter
2421,Beijing_1954_3_Degree_GK_Zone_45,45500000,0,135,1, ,0,Meter
2422,Beijing_1954_3_Degree_GK_CM_75E,500000,0,75,1, ,0,Meter
2423,Beijing_1954_3_Degree_GK_CM_78E,500000,0,78,1, ,0,Meter
2424,Beijing_1954_3_Degree_GK_CM_81E,500000,0,81,1, ,0,Meter
2425,Beijing_1954_3_Degree_GK_CM_84E,500000,0,84,1, ,0,Meter
2426,Beijing_1954_3_Degree_GK_CM_87E,500000,0,87,1, ,0,Meter
2427,Beijing_1954_3_Degree_GK_CM_90E,500000,0,90,1, ,0,Meter
2428,Beijing_1954_3_Degree_GK_CM_93E,500000,0,93,1, ,0,Meter
2429,Beijing_1954_3_Degree_GK_CM_96E,500000,0,96,1, ,0,Meter
2430,Beijing_1954_3_Degree_GK_CM_99E,500000,0,99,1, ,0,Meter
2431,Beijing_1954_3_Degree_GK_CM_102E,500000,0,102,1, ,0,Meter
2432,Beijing_1954_3_Degree_GK_CM_105E,500000,0,105,1, ,0,Meter
2433,Beijing_1954_3_Degree_GK_CM_108E,500000,0,108,1, ,0,Meter
2434,Beijing_1954_3_Degree_GK_CM_111E,500000,0,111,1, ,0,Meter
2435,Beijing_1954_3_Degree_GK_CM_114E,500000,0,114,1, ,0,Meter
2436,Beijing_1954_3_Degree_GK_CM_117E,500000,0,117,1, ,0,Meter
2437,Beijing_1954_3_Degree_GK_CM_120E,500000,0,120,1, ,0,Meter
2438,Beijing_1954_3_Degree_GK_CM_123E,500000,0,123,1, ,0,Meter
2439,Beijing_1954_3_Degree_GK_CM_126E,500000,0,126,1, ,0,Meter
2440,Beijing_1954_3_Degree_GK_CM_129E,500000,0,129,1, ,0,Meter
2441,Beijing_1954_3_Degree_GK_CM_132E,500000,0,132,1, ,0,Meter
2442,Beijing_1954_3_Degree_GK_CM_135E,500000,0,135,1, ,0,Meter
2443,JGD_2000_Japan_Zone_1,0,0,129.5,0.9999, ,33,Meter
2444,JGD_2000_Japan_Zone_2,0,0,131,0.9999, ,33,Meter
2445,JGD_2000_Japan_Zone_3,0,0,132.1666667,0.9999, ,36,Meter
2446,JGD_2000_Japan_Zone_4,0,0,133.5,0.9999, ,33,Meter
2447,JGD_2000_Japan_Zone_5,0,0,134.3333333,0.9999, ,36,Meter
2448,JGD_2000_Japan_Zone_6,0,0,136,0.9999, ,36,Meter
2449,JGD_2000_Japan_Zone_7,0,0,137.1666667,0.9999, ,36,Meter
2450,JGD_2000_Japan_Zone_8,0,0,138.5,0.9999, ,36,Meter
2451,JGD_2000_Japan_Zone_9,0,0,139.8333333,0.9999, ,36,Meter
2452,JGD_2000_Japan_Zone_10,0,0,140.8333333,0.9999, ,40,Meter
2453,JGD_2000_Japan_Zone_11,0,0,140.25,0.9999, ,44,Meter
2454,JGD_2000_Japan_Zone_12,0,0,142.25,0.9999, ,44,Meter
2455,JGD_2000_Japan_Zone_13,0,0,144.25,0.9999, ,44,Meter
2456,JGD_2000_Japan_Zone_14,0,0,142,0.9999, ,26,Meter
2457,JGD_2000_Japan_Zone_15,0,0,127.5,0.9999, ,26,Meter
2458,JGD_2000_Japan_Zone_16,0,0,124,0.9999, ,26,Meter
2459,JGD_2000_Japan_Zone_17,0,0,131,0.9999, ,26,Meter
2460,JGD_2000_Japan_Zone_18,0,0,136,0.9999, ,20,Meter
2461,JGD_2000_Japan_Zone_19,0,0,154,0.9999, ,26,Meter
2462,Albanian_1987_GK_Zone_4,4500000,0,21,1, ,0,Meter
2523,Pulkovo_1942_3_Degree_GK_Zone_7,7500000,0,21,1, ,0,Meter
2524,Pulkovo_1942_3_Degree_GK_Zone_8,8500000,0,24,1, ,0,Meter
2525,Pulkovo_1942_3_Degree_GK_Zone_9,9500000,0,27,1, ,0,Meter
2526,Pulkovo_1942_3_Degree_GK_Zone_10,10500000,0,30,1, ,0,Meter
2527,Pulkovo_1942_3_Degree_GK_Zone_11,11500000,0,33,1, ,0,Meter
2528,Pulkovo_1942_3_Degree_GK_Zone_12,12500000,0,36,1, ,0,Meter
2529,Pulkovo_1942_3_Degree_GK_Zone_13,13500000,0,39,1, ,0,Meter
2530,Pulkovo_1942_3_Degree_GK_Zone_14,14500000,0,42,1, ,0,Meter
2531,Pulkovo_1942_3_Degree_GK_Zone_15,15500000,0,45,1, ,0,Meter
2532,Pulkovo_1942_3_Degree_GK_Zone_16,16500000,0,48,1, ,0,Meter
2533,Pulkovo_1942_3_Degree_GK_Zone_17,17500000,0,51,1, ,0,Meter
2534,Pulkovo_1942_3_Degree_GK_Zone_18,18500000,0,54,1, ,0,Meter
2535,Pulkovo_1942_3_Degree_GK_Zone_19,19500000,0,57,1, ,0,Meter
2536,Pulkovo_1942_3_Degree_GK_Zone_20,20500000,0,60,1, ,0,Meter
2537,Pulkovo_1942_3_Degree_GK_Zone_21,21500000,0,63,1, ,0,Meter
2538,Pulkovo_1942_3_Degree_GK_Zone_22,22500000,0,66,1, ,0,Meter
2539,Pulkovo_1942_3_Degree_GK_Zone_23,23500000,0,69,1, ,0,Meter
2540,Pulkovo_1942_3_Degree_GK_Zone_24,24500000,0,72,1, ,0,Meter
2541,Pulkovo_1942_3_Degree_GK_Zone_25,25500000,0,75,1, ,0,Meter
2542,Pulkovo_1942_3_Degree_GK_Zone_26,26500000,0,78,1, ,0,Meter
2543,Pulkovo_1942_3_Degree_GK_Zone_27,27500000,0,81,1, ,0,Meter
2544,Pulkovo_1942_3_Degree_GK_Zone_28,28500000,0,84,1, ,0,Meter
2545,Pulkovo_1942_3_Degree_GK_Zone_29,29500000,0,87,1, ,0,Meter
2546,Pulkovo_1942_3_Degree_GK_Zone_30,30500000,0,90,1, ,0,Meter
2547,Pulkovo_1942_3_Degree_GK_Zone_31,31500000,0,93,1, ,0,Meter
2548,Pulkovo_1942_3_Degree_GK_Zone_32,32500000,0,96,1, ,0,Meter
2549,Pulkovo_1942_3_Degree_GK_Zone_33,33500000,0,99,1, ,0,Meter
2550,Samboja_UTM_Zone_50S,500000,10000000,117,0.9996, ,0,Meter
2551,Pulkovo_1942_3_Degree_GK_Zone_34,34500000,0,102,1, ,0,Meter
2552,Pulkovo_1942_3_Degree_GK_Zone_35,35500000,0,105,1, ,0,Meter
2553,Pulkovo_1942_3_Degree_GK_Zone_36,36500000,0,108,1, ,0,Meter
2554,Pulkovo_1942_3_Degree_GK_Zone_37,37500000,0,111,1, ,0,Meter
2555,Pulkovo_1942_3_Degree_GK_Zone_38,38500000,0,114,1, ,0,Meter
2556,Pulkovo_1942_3_Degree_GK_Zone_39,39500000,0,117,1, ,0,Meter
2557,Pulkovo_1942_3_Degree_GK_Zone_40,40500000,0,120,1, ,0,Meter
2558,Pulkovo_1942_3_Degree_GK_Zone_41,41500000,0,123,1, ,0,Meter
2559,Pulkovo_1942_3_Degree_GK_Zone_42,42500000,0,126,1, ,0,Meter
2560,Pulkovo_1942_3_Degree_GK_Zone_43,43500000,0,129,1, ,0,Meter
2561,Pulkovo_1942_3_Degree_GK_Zone_44,44500000,0,132,1, ,0,Meter
2562,Pulkovo_1942_3_Degree_GK_Zone_45,45500000,0,135,1, ,0,Meter
2563,Pulkovo_1942_3_Degree_GK_Zone_46,46500000,0,138,1, ,0,Meter
2564,Pulkovo_1942_3_Degree_GK_Zone_47,47500000,0,141,1, ,0,Meter
2565,Pulkovo_1942_3_Degree_GK_Zone_48,48500000,0,144,1, ,0,Meter
2566,Pulkovo_1942_3_Degree_GK_Zone_49,49500000,0,147,1, ,0,Meter
2567,Pulkovo_1942_3_Degree_GK_Zone_50,50500000,0,150,1, ,0,Meter
2568,Pulkovo_1942_3_Degree_GK_Zone_51,51500000,0,153,1, ,0,Meter
2569,Pulkovo_1942_3_Degree_GK_Zone_52,52500000,0,156,1, ,0,Meter
2570,Pulkovo_1942_3_Degree_GK_Zone_53,53500000,0,159,1, ,0,Meter
2571,Pulkovo_1942_3_Degree_GK_Zone_54,54500000,0,162,1, ,0,Meter
2572,Pulkovo_1942_3_Degree_GK_Zone_55,55500000,0,165,1, ,0,Meter
2573,Pulkovo_1942_3_Degree_GK_Zone_56,56500000,0,168,1, ,0,Meter
2574,Pulkovo_1942_3_Degree_GK_Zone_57,57500000,0,171,1, ,0,Meter
2575,Pulkovo_1942_3_Degree_GK_Zone_58,58500000,0,174,1, ,0,Meter
2576,Pulkovo_1942_3_Degree_GK_Zone_59,59500000,0,177,1, ,0,Meter
2577,Pulkovo_1942_3_Degree_GK_Zone_60,60500000,0,180,1, ,0,Meter
2578,Pulkovo_1942_3_Degree_GK_Zone_61,61500000,0,-177,1, ,0,Meter
2579,Pulkovo_1942_3_Degree_GK_Zone_62,62500000,0,-174,1, ,0,Meter
2580,Pulkovo_1942_3_Degree_GK_Zone_63,63500000,0,-171,1, ,0,Meter
2581,Pulkovo_1942_3_Degree_GK_Zone_64,64500000,0,-168,1, ,0,Meter
2582,Pulkovo_1942_3_Degree_GK_CM_21E,500000,0,21,1, ,0,Meter
2583,Pulkovo_1942_3_Degree_GK_CM_24E,500000,0,24,1, ,0,Meter
2584,Pulkovo_1942_3_Degree_GK_CM_27E,500000,0,27,1, ,0,Meter
2585,Pulkovo_1942_3_Degree_GK_CM_30E,500000,0,30,1, ,0,Meter
2586,Pulkovo_1942_3_Degree_GK_CM_33E,500000,0,33,1, ,0,Meter
2587,Pulkovo_1942_3_Degree_GK_CM_36E,500000,0,36,1, ,0,Meter
2588,Pulkovo_1942_3_Degree_GK_CM_39E,500000,0,39,1, ,0,Meter
2589,Pulkovo_1942_3_Degree_GK_CM_42E,500000,0,42,1, ,0,Meter
2590,Pulkovo_1942_3_Degree_GK_CM_45E,500000,0,45,1, ,0,Meter
2591,Pulkovo_1942_3_Degree_GK_CM_48E,500000,0,48,1, ,0,Meter
2592,Pulkovo_1942_3_Degree_GK_CM_51E,500000,0,51,1, ,0,Meter
2593,Pulkovo_1942_3_Degree_GK_CM_54E,500000,0,54,1, ,0,Meter
2594,Pulkovo_1942_3_Degree_GK_CM_57E,500000,0,57,1, ,0,Meter
2595,Pulkovo_1942_3_Degree_GK_CM_60E,500000,0,60,1, ,0,Meter
2596,Pulkovo_1942_3_Degree_GK_CM_63E,500000,0,63,1, ,0,Meter
2597,Pulkovo_1942_3_Degree_GK_CM_66E,500000,0,66,1, ,0,Meter
2598,Pulkovo_1942_3_Degree_GK_CM_69E,500000,0,69,1, ,0,Meter
2599,Pulkovo_1942_3_Degree_GK_CM_72E,500000,0,72,1, ,0,Meter
2600,Lietuvos_Koordinaciu_Sistema,500000,0,24,0.9998, ,0,Meter
2601,Pulkovo_1942_3_Degree_GK_CM_75E,500000,0,75,1, ,0,Meter
2602,Pulkovo_1942_3_Degree_GK_CM_78E,500000,0,78,1, ,0,Meter
2603,Pulkovo_1942_3_Degree_GK_CM_81E,500000,0,81,1, ,0,Meter
2604,Pulkovo_1942_3_Degree_GK_CM_84E,500000,0,84,1, ,0,Meter
2605,Pulkovo_1942_3_Degree_GK_CM_87E,500000,0,87,1, ,0,Meter
2606,Pulkovo_1942_3_Degree_GK_CM_90E,500000,0,90,1, ,0,Meter
2607,Pulkovo_1942_3_Degree_GK_CM_93E,500000,0,93,1, ,0,Meter
2608,Pulkovo_1942_3_Degree_GK_CM_96E,500000,0,96,1, ,0,Meter
2609,Pulkovo_1942_3_Degree_GK_CM_99E,500000,0,99,1, ,0,Meter
2610,Pulkovo_1942_3_Degree_GK_CM_102E,500000,0,102,1, ,0,Meter
2611,Pulkovo_1942_3_Degree_GK_CM_105E,500000,0,105,1, ,0,Meter
2612,Pulkovo_1942_3_Degree_GK_CM_108E,500000,0,108,1, ,0,Meter
2613,Pulkovo_1942_3_Degree_GK_CM_111E,500000,0,111,1, ,0,Meter
2614,Pulkovo_1942_3_Degree_GK_CM_114E,500000,0,114,1, ,0,Meter
2615,Pulkovo_1942_3_Degree_GK_CM_117E,500000,0,117,1, ,0,Meter
2616,Pulkovo_1942_3_Degree_GK_CM_120E,500000,0,120,1, ,0,Meter
2617,Pulkovo_1942_3_Degree_GK_CM_123E,500000,0,123,1, ,0,Meter
2618,Pulkovo_1942_3_Degree_GK_CM_126E,500000,0,126,1, ,0,Meter
2619,Pulkovo_1942_3_Degree_GK_CM_129E,500000,0,129,1, ,0,Meter
2620,Pulkovo_1942_3_Degree_GK_CM_132E,500000,0,132,1, ,0,Meter
2621,Pulkovo_1942_3_Degree_GK_CM_135E,500000,0,135,1, ,0,Meter
2622,Pulkovo_1942_3_Degree_GK_CM_138E,500000,0,138,1, ,0,Meter
2623,Pulkovo_1942_3_Degree_GK_CM_141E,500000,0,141,1, ,0,Meter
2624,Pulkovo_1942_3_Degree_GK_CM_144E,500000,0,144,1, ,0,Meter
2625,Pulkovo_1942_3_Degree_GK_CM_147E,500000,0,147,1, ,0,Meter
2626,Pulkovo_1942_3_Degree_GK_CM_150E,500000,0,150,1, ,0,Meter
2627,Pulkovo_1942_3_Degree_GK_CM_153E,500000,0,153,1, ,0,Meter
2628,Pulkovo_1942_3_Degree_GK_CM_156E,500000,0,156,1, ,0,Meter
2629,Pulkovo_1942_3_Degree_GK_CM_159E,500000,0,159,1, ,0,Meter
2630,Pulkovo_1942_3_Degree_GK_CM_162E,500000,0,162,1, ,0,Meter
2631,Pulkovo_1942_3_Degree_GK_CM_165E,500000,0,165,1, ,0,Meter
2632,Pulkovo_1942_3_Degree_GK_CM_168E,500000,0,168,1, ,0,Meter
2633,Pulkovo_1942_3_Degree_GK_CM_171E,500000,0,171,1, ,0,Meter
2634,Pulkovo_1942_3_Degree_GK_CM_174E,500000,0,174,1, ,0,Meter
2635,Pulkovo_1942_3_Degree_GK_CM_177E,500000,0,177,1, ,0,Meter
2636,Pulkovo_1942_3_Degree_GK_CM_180E,500000,0,180,1, ,0,Meter
2637,Pulkovo_1942_3_Degree_GK_CM_177W,500000,0,-177,1, ,0,Meter
2638,Pulkovo_1942_3_Degree_GK_CM_174W,500000,0,-174,1, ,0,Meter
2639,Pulkovo_1942_3_Degree_GK_CM_171W,500000,0,-171,1, ,0,Meter
2640,Pulkovo_1942_3_Degree_GK_CM_168W,500000,0,-168,1, ,0,Meter
2641,Pulkovo_1995_3_Degree_GK_Zone_7,7500000,0,21,1, ,0,Meter
2642,Pulkovo_1995_3_Degree_GK_Zone_8,8500000,0,24,1, ,0,Meter
2643,Pulkovo_1995_3_Degree_GK_Zone_9,9500000,0,27,1, ,0,Meter
2644,Pulkovo_1995_3_Degree_GK_Zone_10,10500000,0,30,1, ,0,Meter
2645,Pulkovo_1995_3_Degree_GK_Zone_11,11500000,0,33,1, ,0,Meter
2646,Pulkovo_1995_3_Degree_GK_Zone_12,12500000,0,36,1, ,0,Meter
2647,Pulkovo_1995_3_Degree_GK_Zone_13,13500000,0,39,1, ,0,Meter
2648,Pulkovo_1995_3_Degree_GK_Zone_14,14500000,0,42,1, ,0,Meter
2649,Pulkovo_1995_3_Degree_GK_Zone_15,15500000,0,45,1, ,0,Meter
2650,Pulkovo_1995_3_Degree_GK_Zone_16,16500000,0,48,1, ,0,Meter
2651,Pulkovo_1995_3_Degree_GK_Zone_17,17500000,0,51,1, ,0,Meter
2652,Pulkovo_1995_3_Degree_GK_Zone_18,18500000,0,54,1, ,0,Meter
2653,Pulkovo_1995_3_Degree_GK_Zone_19,19500000,0,57,1, ,0,Meter
2654,Pulkovo_1995_3_Degree_GK_Zone_20,20500000,0,60,1, ,0,Meter
2655,Pulkovo_1995_3_Degree_GK_Zone_21,21500000,0,63,1, ,0,Meter
2656,Pulkovo_1995_3_Degree_GK_Zone_22,22500000,0,66,1, ,0,Meter
2657,Pulkovo_1995_3_Degree_GK_Zone_23,23500000,0,69,1, ,0,Meter
2658,Pulkovo_1995_3_Degree_GK_Zone_24,24500000,0,72,1, ,0,Meter
2659,Pulkovo_1995_3_Degree_GK_Zone_25,25500000,0,75,1, ,0,Meter
2660,Pulkovo_1995_3_Degree_GK_Zone_26,26500000,0,78,1, ,0,Meter
2661,Pulkovo_1995_3_Degree_GK_Zone_27,27500000,0,81,1, ,0,Meter
2662,Pulkovo_1995_3_Degree_GK_Zone_28,28500000,0,84,1, ,0,Meter
2663,Pulkovo_1995_3_Degree_GK_Zone_29,29500000,0,87,1, ,0,Meter
2664,Pulkovo_1995_3_Degree_GK_Zone_30,30500000,0,90,1, ,0,Meter
2665,Pulkovo_1995_3_Degree_GK_Zone_31,31500000,0,93,1, ,0,Meter
2666,Pulkovo_1995_3_Degree_GK_Zone_32,32500000,0,96,1, ,0,Meter
2667,Pulkovo_1995_3_Degree_GK_Zone_33,33500000,0,99,1, ,0,Meter
2668,Pulkovo_1995_3_Degree_GK_Zone_34,34500000,0,102,1, ,0,Meter
2669,Pulkovo_1995_3_Degree_GK_Zone_35,35500000,0,105,1, ,0,Meter
2670,Pulkovo_1995_3_Degree_GK_Zone_36,36500000,0,108,1, ,0,Meter
2671,Pulkovo_1995_3_Degree_GK_Zone_37,37500000,0,111,1, ,0,Meter
2672,Pulkovo_1995_3_Degree_GK_Zone_38,38500000,0,114,1, ,0,Meter
2673,Pulkovo_1995_3_Degree_GK_Zone_39,39500000,0,117,1, ,0,Meter
2674,Pulkovo_1995_3_Degree_GK_Zone_40,40500000,0,120,1, ,0,Meter
2675,Pulkovo_1995_3_Degree_GK_Zone_41,41500000,0,123,1, ,0,Meter
2676,Pulkovo_1995_3_Degree_GK_Zone_42,42500000,0,126,1, ,0,Meter
2677,Pulkovo_1995_3_Degree_GK_Zone_43,43500000,0,129,1, ,0,Meter
2678,Pulkovo_1995_3_Degree_GK_Zone_44,44500000,0,132,1, ,0,Meter
2679,Pulkovo_1995_3_Degree_GK_Zone_45,45500000,0,135,1, ,0,Meter
2680,Pulkovo_1995_3_Degree_GK_Zone_46,46500000,0,138,1, ,0,Meter
2681,Pulkovo_1995_3_Degree_GK_Zone_47,47500000,0,141,1, ,0,Meter
2682,Pulkovo_1995_3_Degree_GK_Zone_48,48500000,0,144,1, ,0,Meter
2683,Pulkovo_1995_3_Degree_GK_Zone_49,49500000,0,147,1, ,0,Meter
2684,Pulkovo_1995_3_Degree_GK_Zone_50,50500000,0,150,1, ,0,Meter
2685,Pulkovo_1995_3_Degree_GK_Zone_51,51500000,0,153,1, ,0,Meter
2686,Pulkovo_1995_3_Degree_GK_Zone_52,52500000,0,156,1, ,0,Meter
2687,Pulkovo_1995_3_Degree_GK_Zone_53,53500000,0,159,1, ,0,Meter
2688,Pulkovo_1995_3_Degree_GK_Zone_54,54500000,0,162,1, ,0,Meter
2689,Pulkovo_1995_3_Degree_GK_Zone_55,55500000,0,165,1, ,0,Meter
2690,Pulkovo_1995_3_Degree_GK_Zone_56,56500000,0,168,1, ,0,Meter
